,user_id,vehicle_model,battery_capacity_kWh,charging_station_id,charging_station_location,charging_start,charging_end,charging_duration_hours,charging_cost_usd,time_of_day,day_of_week,vehicle_age_years,charger_type,user_type,vehicle_brand,ev_type,logo,state_id,state_name,lat,lng,type_of_current,voltage,connector_type,connector_image
626,731,Hyundai Kona,62.0,422,Los Angeles,2024-01-31 10:00:00,2024-01-31 13:21:00,1.98151,10.3401,Morning,Saturday,1,DC Fast Charger,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
627,732,Hyundai Kona,75.0,324,New York,2024-01-31 11:00:00,2024-01-31 12:44:00,1.75627,15.3996,Afternoon,Thursday,0,Level 1,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
628,733,BMW i3,75.0,181,New York,2024-01-31 12:00:00,2024-01-31 15:06:00,1.92457,35.9128,Afternoon,Friday,12,DC Fast Charger,Casual Driver,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,NY,New York,40.6943,-73.9249,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
629,734,Nissan Leaf,75.0,33,Houston,2024-01-31 13:00:00,2024-01-31 16:39:00,3.37557,33.3604,Evening,Wednesday,2,Level 1,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
630,735,Tesla Model 3,62.0,71,New York,2024-01-31 14:00:00,2024-01-31 15:21:00,1.04662,25.4371,Evening,Monday,6,DC Fast Charger,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,NY,New York,40.6943,-73.9249,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
631,736,Nissan Leaf,75.0,56,San Francisco,2024-01-31 15:00:00,2024-01-31 18:31:00,2.62104,38.8466,Night,Saturday,6,Level 2,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
632,737,Tesla Model 3,85.0,105,San Francisco,2024-01-31 16:00:00,2024-01-31 17:57:00,2.73882,11.5798,Morning,Sunday,6,Level 1,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
633,739,BMW i3,100.0,101,Houston,2024-01-31 18:00:00,2024-01-31 19:52:00,3.59777,16.178,Morning,Sunday,4,DC Fast Charger,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
634,740,Hyundai Kona,62.0,256,Los Angeles,2024-01-31 19:00:00,2024-01-31 20:35:00,1.58237,26.5543,Evening,Tuesday,1,Level 1,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
635,741,Nissan Leaf,75.0,307,Chicago,2024-01-31 20:00:00,2024-01-31 22:59:00,3.11167,21.6632,Evening,Wednesday,5,Level 2,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
636,743,Nissan Leaf,37.3297,171,Chicago,2024-01-31 22:00:00,2024-01-31 23:02:00,1.81136,12.1892,Evening,Tuesday,0,Level 2,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
637,745,Chevy Bolt,50.0,143,Los Angeles,2024-02-01 00:00:00,2024-02-01 00:54:00,3.55798,24.3092,Night,Tuesday,0,Level 2,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
638,746,Chevy Bolt,62.0,166,Houston,2024-02-01 01:00:00,2024-02-01 02:15:00,4.59269,36.7044,Afternoon,Friday,6,Level 1,Casual Driver,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
639,747,Chevy Bolt,100.0,399,San Francisco,2024-02-01 02:00:00,2024-02-01 03:42:00,2.1336,34.4592,Morning,Thursday,5,DC Fast Charger,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
640,748,Chevy Bolt,62.0,261,San Francisco,2024-02-01 03:00:00,2024-02-01 05:07:00,3.65959,12.6126,Evening,Tuesday,5,Level 2,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
641,749,Tesla Model 3,75.0,221,Los Angeles,2024-02-01 04:00:00,2024-02-01 05:26:00,2.96756,14.3618,Night,Sunday,5,Level 1,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
642,750,Chevy Bolt,81.3684,83,Houston,2024-02-01 05:00:00,2024-02-01 06:56:00,2.85908,14.3382,Evening,Thursday,5,DC Fast Charger,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
643,751,BMW i3,75.0,182,Houston,2024-02-01 06:00:00,2024-02-01 08:42:00,2.22466,14.758,Evening,Wednesday,3,Level 2,Casual Driver,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
644,752,BMW i3,100.0,307,New York,2024-02-01 07:00:00,2024-02-01 08:24:00,1.74361,15.1003,Evening,Thursday,7,Level 1,Casual Driver,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
645,753,Tesla Model 3,50.0,10,San Francisco,2024-02-01 08:00:00,2024-02-01 09:30:00,2.86138,27.3852,Morning,Saturday,6,Level 2,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
646,754,Chevy Bolt,100.0,396,Los Angeles,2024-02-01 09:00:00,2024-02-01 10:58:00,3.55556,11.2199,Night,Thursday,6,DC Fast Charger,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
647,756,Chevy Bolt,50.0,351,San Francisco,2024-02-01 11:00:00,2024-02-01 11:45:00,1.83591,31.849,Afternoon,Thursday,2,Level 1,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
648,757,Hyundai Kona,75.0,402,New York,2024-02-01 12:00:00,2024-02-01 15:25:00,1.1968,5.64405,Morning,Friday,4,Level 2,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
649,758,Nissan Leaf,50.0,336,Houston,2024-02-01 13:00:00,2024-02-01 15:25:00,2.31486,8.8118,Afternoon,Monday,3,Level 2,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
650,759,Hyundai Kona,50.0,488,Los Angeles,2024-02-01 14:00:00,2024-02-01 15:30:00,0.75296,35.0917,Night,Wednesday,5,DC Fast Charger,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
651,760,Nissan Leaf,29.5943,292,San Francisco,2024-02-01 15:00:00,2024-02-01 15:44:00,3.99243,21.9327,Night,Saturday,3,Level 2,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
652,761,Chevy Bolt,100.0,281,Chicago,2024-02-01 16:00:00,2024-02-01 19:42:00,3.29371,10.4309,Morning,Sunday,4,Level 2,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
653,762,Chevy Bolt,85.0,215,New York,2024-02-01 17:00:00,2024-02-01 19:59:00,2.6781,21.3169,Morning,Tuesday,1,Level 2,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,NY,New York,40.6943,-73.9249,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
654,763,Hyundai Kona,50.0,460,New York,2024-02-01 18:00:00,2024-02-01 20:40:00,2.18637,11.3492,Evening,Sunday,6,Level 1,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
655,764,Hyundai Kona,100.0,98,San Francisco,2024-02-01 19:00:00,2024-02-01 21:11:00,2.36987,5.30774,Afternoon,Sunday,4,DC Fast Charger,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
656,765,Nissan Leaf,50.0,420,Chicago,2024-02-01 20:00:00,2024-02-01 21:23:00,1.73952,28.8083,Evening,Thursday,2,Level 1,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
657,767,Nissan Leaf,85.0,451,Los Angeles,2024-02-01 22:00:00,2024-02-01 23:05:00,1.77245,20.2463,Night,Thursday,4,Level 1,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
658,768,Hyundai Kona,62.0,9,New York,2024-02-01 23:00:00,2024-02-02 02:59:00,2.15415,15.3037,Morning,Wednesday,4,Level 1,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
659,770,Tesla Model 3,75.0,309,Houston,2024-02-02 01:00:00,2024-02-02 02:51:00,0.755443,28.8365,Morning,Monday,1,Level 2,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
660,771,Hyundai Kona,50.0,146,Houston,2024-02-02 02:00:00,2024-02-02 03:36:00,2.53453,36.5745,Night,Friday,0,DC Fast Charger,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
661,772,Tesla Model 3,62.0,427,San Francisco,2024-02-02 03:00:00,2024-02-02 03:39:00,3.6161,5.77775,Night,Saturday,1,Level 1,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
662,773,BMW i3,75.0,419,Chicago,2024-02-02 04:00:00,2024-02-02 05:18:00,6.75915,15.2985,Night,Friday,2,Level 2,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
663,774,Nissan Leaf,100.0,63,New York,2024-02-02 05:00:00,2024-02-02 07:20:00,1.58866,25.172,Afternoon,Sunday,3,Level 1,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
664,776,Tesla Model 3,62.0,226,Houston,2024-02-02 07:00:00,2024-02-02 08:26:00,3.64658,13.372,Afternoon,Tuesday,5,Level 1,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
665,777,Nissan Leaf,62.0,105,Houston,2024-02-02 08:00:00,2024-02-02 08:56:00,3.51707,37.8979,Night,Monday,7,DC Fast Charger,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
666,778,Hyundai Kona,50.0,462,Los Angeles,2024-02-02 09:00:00,2024-02-02 12:52:00,2.28734,22.6422,Morning,Monday,2,DC Fast Charger,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
667,779,Chevy Bolt,50.0,260,Houston,2024-02-02 10:00:00,2024-02-02 12:22:00,3.02263,11.8681,Afternoon,Wednesday,4,Level 1,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
668,780,Tesla Model 3,75.0,349,Los Angeles,2024-02-02 11:00:00,2024-02-02 13:42:00,3.73885,17.798,Morning,Saturday,6,Level 1,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
669,781,Nissan Leaf,64.7707,425,New York,2024-02-02 12:00:00,2024-02-02 13:40:00,1.22202,18.5497,Morning,Thursday,6,Level 1,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
670,782,Tesla Model 3,50.0,255,Los Angeles,2024-02-02 13:00:00,2024-02-02 14:52:00,0.974394,31.1631,Morning,Monday,5,Level 1,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
671,783,Tesla Model 3,50.0,429,Los Angeles,2024-02-02 14:00:00,2024-02-02 15:26:00,2.79883,23.8793,Afternoon,Saturday,2,Level 2,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
672,784,Chevy Bolt,50.0,434,San Francisco,2024-02-02 15:00:00,2024-02-02 17:29:00,2.8802,12.9952,Evening,Thursday,3,DC Fast Charger,Casual Driver,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
673,786,Tesla Model 3,61.4609,28,Los Angeles,2024-02-02 17:00:00,2024-02-02 17:44:00,0.957521,15.176,Evening,Sunday,1,DC Fast Charger,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
674,787,Nissan Leaf,50.0,170,New York,2024-02-02 18:00:00,2024-02-02 20:20:00,2.86736,31.8391,Afternoon,Sunday,0,Level 1,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
675,788,BMW i3,62.0,336,Chicago,2024-02-02 19:00:00,2024-02-02 21:10:00,1.01051,14.4408,Night,Saturday,3,DC Fast Charger,Commuter,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
676,789,Tesla Model 3,85.0,76,Los Angeles,2024-02-02 20:00:00,2024-02-02 22:28:00,0.835319,25.5701,Evening,Saturday,1,Level 1,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
677,790,Tesla Model 3,85.0,116,Houston,2024-02-02 21:00:00,2024-02-02 22:45:00,3.21076,13.3747,Night,Tuesday,1,Level 1,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
678,791,Chevy Bolt,62.0,69,San Francisco,2024-02-02 22:00:00,2024-02-03 01:07:00,1.81505,16.7877,Evening,Saturday,3,Level 2,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
679,792,Hyundai Kona,85.0,354,New York,2024-02-02 23:00:00,2024-02-02 23:49:00,3.12813,58.7467,Afternoon,Tuesday,7,DC Fast Charger,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
680,793,BMW i3,100.0,234,San Francisco,2024-02-03 00:00:00,2024-02-03 03:14:00,1.86044,17.2637,Afternoon,Thursday,6,Level 2,Commuter,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
681,794,Nissan Leaf,75.0,1,Chicago,2024-02-03 01:00:00,2024-02-03 03:40:00,1.39858,26.2187,Evening,Sunday,3,Level 2,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
682,796,Nissan Leaf,75.0,352,Los Angeles,2024-02-03 03:00:00,2024-02-03 05:31:00,1.2259,7.26029,Morning,Sunday,4,Level 2,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
683,797,Hyundai Kona,62.0,218,Houston,2024-02-03 04:00:00,2024-02-03 05:10:00,1.39475,34.6533,Evening,Sunday,3,DC Fast Charger,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
684,798,Nissan Leaf,85.0,273,Los Angeles,2024-02-03 05:00:00,2024-02-03 08:16:00,1.99662,21.4895,Evening,Monday,0,DC Fast Charger,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
685,799,Chevy Bolt,50.0,368,New York,2024-02-03 06:00:00,2024-02-03 09:03:00,3.75322,14.1177,Night,Wednesday,7,Level 2,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,NY,New York,40.6943,-73.9249,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
686,800,Chevy Bolt,62.0,251,Chicago,2024-02-03 07:00:00,2024-02-03 09:39:00,3.43048,35.6606,Morning,Tuesday,7,DC Fast Charger,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
